Model,Missing_Rate,Seeds,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,0.7,,"(60.4, 2.38)","(59.85, 2.99)","(60.62, 2.37)","(60.17, 3.01)","(24.3, 0.45)","(23.66, 0.3)","(133.9, 3.02)","(32.77, 1.89)","(150.03, 5.38)","(133.47, 2.8)"
emt-dlfr,0.8,,"(58.31, 1.85)","(56.57, 3.18)","(57.98, 3.01)","(56.43, 4.28)","(21.33, 2.59)","(20.99, 2.38)","(138.29, 5.36)","(24.2, 2.83)","(158.07, 7.57)","(138.75, 5.3)"
emt-dlfr,0.9,,"(54.86, 2.63)","(52.97, 5.14)","(54.42, 3.29)","(52.65, 5.83)","(19.05, 1.64)","(18.66, 1.49)","(148.82, 9.85)","(13.6, 3.03)","(171.9, 9.35)","(148.86, 10.19)"
emt-dlfr,1.0,,"(54.81, 1.56)","(53.67, 1.75)","(54.72, 2.57)","(53.76, 2.61)","(15.89, 0.21)","(15.89, 0.21)","(141.58, 1.97)","(6.71, 0.38)","(160.05, 4.95)","(141.34, 1.85)"
emt-dlfr,AUC,,68.3,67.8,68.9,68.5,32.2,29.6,113.6,46.1,119.2,113.5
emt-dlfr,0.0,,"(83.09, 0.41)","(83.01, 0.39)","(84.81, 0.44)","(84.78, 0.39)","(51.8, 0.96)","(45.77, 1.09)","(71.69, 1.51)","(79.69, 0.54)","(-289.08, 2.51)","(71.96, 1.71)"
emt-dlfr,0.1,,"(79.83, 0.7)","(79.8, 0.65)","(81.45, 0.9)","(81.48, 0.85)","(49.47, 1.51)","(44.22, 1.43)","(77.7, 1.87)","(75.67, 0.18)","(-254.31, 6.48)","(77.45, 1.84)"
emt-dlfr,0.2,,"(78.23, 0.5)","(78.27, 0.48)","(79.32, 0.71)","(79.42, 0.7)","(43.83, 2.55)","(39.02, 2.05)","(87.84, 2.54)","(70.05, 0.85)","(-222.5, 4.91)","(88.2, 1.84)"
emt-dlfr,0.3,,"(77.11, 0.78)","(77.14, 0.8)","(78.15, 0.56)","(78.24, 0.57)","(40.67, 2.61)","(36.83, 2.38)","(93.8, 1.68)","(64.57, 0.08)","(-195.65, 1.9)","(94.3, 1.06)"
emt-dlfr,0.4,,"(73.13, 0.61)","(73.19, 0.6)","(73.73, 0.52)","(73.87, 0.51)","(35.66, 0.9)","(32.07, 0.52)","(105.59, 2.07)","(55.95, 1.78)","(-162.67, 1.38)","(105.87, 2.23)"
emt-dlfr,0.5,,"(70.07, 0.7)","(70.14, 0.68)","(70.94, 0.83)","(71.1, 0.81)","(31.59, 1.71)","(29.01, 1.87)","(115.0, 2.33)","(49.04, 0.25)","(-131.44, 13.07)","(114.89, 3.04)"
emt-dlfr,0.6,,"(65.94, 1.14)","(65.94, 1.13)","(65.8, 1.0)","(65.93, 1.01)","(28.91, 0.59)","(26.38, 0.54)","(128.32, 1.29)","(38.32, 0.63)","(-95.07, 8.14)","(128.53, 1.63)"
emt-dlfr,0.7,,"(62.24, 0.78)","(62.03, 1.15)","(62.3, 1.0)","(62.21, 1.37)","(25.46, 0.07)","(24.15, 0.5)","(133.03, 3.93)","(33.07, 0.96)","(-69.59, 6.11)","(132.23, 3.64)"
emt-dlfr,0.8,,"(59.87, 2.43)","(59.79, 2.44)","(59.7, 2.54)","(59.78, 2.54)","(23.37, 0.66)","(22.4, 0.56)","(138.97, 5.05)","(26.7, 3.62)","(-39.76, 4.15)","(138.74, 4.8)"
emt-dlfr,0.9,,"(53.06, 2.81)","(48.62, 6.68)","(51.88, 3.5)","(47.57, 7.4)","(19.0, 2.51)","(18.42, 2.02)","(150.25, 6.53)","(16.91, 1.6)","(6.14, 10.39)","(150.3, 6.75)"
emt-dlfr,1.0,,"(52.24, 0.91)","(50.28, 1.76)","(50.91, 1.06)","(49.18, 1.92)","(16.76, 0.12)","(16.67, 0.25)","(145.88, 1.8)","(7.43, 0.96)","(-65.78, 12.2)","(145.84, 2.13)"
emt-dlfr,AUC,,68.7,68.2,69.1,68.7,33.2,30.4,113.9,47.4,-134.2,113.9
emt-dlfr,0.0,,"(82.51, 0.41)","(82.48, 0.38)","(84.15, 0.45)","(84.17, 0.42)","(50.49, 1.88)","(44.51, 0.96)","(72.35, 1.58)","(79.62, 0.37)","(-291.0, 12.67)","(72.32, 1.76)"
emt-dlfr,0.1,,"(80.42, 0.27)","(80.33, 0.25)","(82.06, 0.38)","(82.04, 0.35)","(48.25, 0.63)","(43.2, 0.73)","(76.96, 0.87)","(75.69, 0.2)","(-249.58, 7.97)","(76.87, 0.89)"
emt-dlfr,0.2,,"(77.84, 1.03)","(77.83, 0.94)","(79.12, 1.51)","(79.17, 1.43)","(42.76, 2.1)","(38.78, 1.99)","(88.25, 2.56)","(69.76, 1.01)","(-218.87, 4.37)","(87.79, 2.16)"
emt-dlfr,0.3,,"(76.09, 0.95)","(76.1, 0.91)","(76.88, 1.12)","(76.96, 1.07)","(41.69, 2.5)","(37.27, 1.67)","(94.85, 2.05)","(64.04, 1.08)","(-199.62, 6.58)","(94.47, 1.64)"
emt-dlfr,0.4,,"(72.93, 0.14)","(73.0, 0.13)","(73.37, 0.31)","(73.52, 0.31)","(34.84, 2.0)","(31.1, 1.92)","(106.39, 2.06)","(55.58, 0.44)","(-159.78, 8.99)","(106.03, 2.36)"
emt-dlfr,0.5,,"(70.07, 0.79)","(70.15, 0.79)","(70.63, 0.69)","(70.8, 0.68)","(31.73, 0.55)","(28.62, 0.66)","(115.15, 1.12)","(49.12, 1.21)","(-134.46, 5.85)","(114.85, 1.31)"
emt-dlfr,0.6,,"(65.45, 1.06)","(65.44, 1.15)","(65.8, 0.95)","(65.88, 1.07)","(29.06, 2.16)","(26.68, 1.49)","(124.16, 1.69)","(37.83, 1.31)","(-104.46, 7.92)","(123.9, 2.54)"
emt-dlfr,0.7,,"(62.19, 1.27)","(62.23, 1.2)","(62.8, 1.19)","(62.95, 1.11)","(26.29, 1.16)","(24.93, 1.14)","(131.81, 4.03)","(32.05, 4.08)","(-68.62, 12.99)","(131.9, 4.94)"
emt-dlfr,0.8,,"(60.35, 0.36)","(59.78, 0.67)","(59.86, 0.72)","(59.47, 1.05)","(23.86, 0.95)","(21.91, 0.76)","(143.45, 4.05)","(28.93, 0.63)","(-22.26, 10.85)","(143.1, 5.11)"
emt-dlfr,0.9,,"(53.11, 3.23)","(50.85, 5.61)","(52.18, 3.81)","(50.08, 6.2)","(20.07, 1.38)","(19.68, 1.17)","(147.09, 2.66)","(15.87, 2.34)","(12.39, 1.89)","(146.67, 2.33)"
emt-dlfr,1.0,,"(54.62, 1.73)","(53.66, 2.52)","(54.37, 2.37)","(53.54, 3.1)","(16.67, 0.73)","(16.67, 0.73)","(143.05, 3.87)","(5.78, 1.05)","(-78.8, 13.44)","(143.07, 3.99)"
emt-dlfr,AUC,,68.7,68.4,69.2,69.0,33.2,30.3,113.6,47.2,-133.0,113.3
emt-dlfr,0.0,,"(83.33, 0.75)","(83.27, 0.76)","(85.06, 0.66)","(85.05, 0.66)","(52.33, 0.74)","(46.26, 0.25)","(70.89, 0.94)","(80.02, 0.77)","(-232.95, 0.45)","(71.17, 0.91)"
emt-dlfr,0.1,,"(81.05, 0.21)","(80.86, 0.1)","(82.82, 0.47)","(82.71, 0.38)","(47.38, 1.34)","(42.37, 0.79)","(77.71, 2.28)","(75.84, 0.64)","(-188.71, 6.81)","(77.67, 2.05)"
emt-dlfr,0.2,,"(78.04, 0.77)","(78.06, 0.75)","(79.07, 1.05)","(79.15, 1.02)","(43.63, 1.42)","(39.02, 1.16)","(88.95, 2.89)","(69.55, 0.75)","(-162.0, 4.87)","(88.62, 2.49)"
emt-dlfr,0.3,,"(75.75, 0.68)","(75.81, 0.68)","(76.63, 0.58)","(76.76, 0.58)","(39.7, 3.35)","(36.06, 2.8)","(95.42, 2.8)","(64.26, 0.97)","(-145.31, 4.19)","(95.27, 3.13)"
emt-dlfr,0.4,,"(72.11, 0.18)","(72.1, 0.24)","(73.07, 0.26)","(73.15, 0.22)","(36.83, 2.48)","(32.02, 2.25)","(104.14, 2.09)","(55.94, 0.57)","(-119.18, 5.77)","(104.51, 2.51)"
emt-dlfr,0.5,,"(70.16, 0.97)","(70.24, 0.97)","(71.04, 0.87)","(71.21, 0.87)","(31.34, 0.96)","(28.52, 0.56)","(114.09, 2.24)","(49.37, 1.26)","(-85.66, 6.91)","(114.3, 2.57)"
emt-dlfr,0.6,,"(66.72, 0.27)","(66.8, 0.27)","(66.92, 0.54)","(67.11, 0.54)","(28.72, 0.72)","(26.38, 0.12)","(124.45, 2.12)","(38.78, 1.52)","(-64.37, 5.7)","(124.26, 2.05)"
emt-dlfr,0.7,,"(61.81, 1.26)","(61.72, 1.19)","(62.25, 0.83)","(62.28, 0.8)","(25.9, 1.16)","(24.44, 1.24)","(135.27, 1.91)","(30.84, 2.82)","(-23.72, 5.59)","(135.26, 1.92)"
emt-dlfr,0.8,,"(59.14, 4.0)","(58.26, 4.83)","(58.59, 4.35)","(57.87, 5.17)","(21.58, 3.3)","(20.41, 2.48)","(144.82, 4.07)","(22.47, 10.33)","(27.32, 32.61)","(144.92, 4.5)"
emt-dlfr,0.9,,"(56.32, 0.6)","(56.1, 0.7)","(56.2, 0.8)","(56.14, 1.03)","(20.16, 1.92)","(19.88, 1.74)","(141.82, 2.75)","(15.81, 0.57)","(24.94, 9.65)","(141.5, 2.42)"
emt-dlfr,1.0,,"(53.94, 1.03)","(53.2, 1.02)","(53.61, 1.58)","(53.03, 1.56)","(16.52, 0.7)","(16.33, 0.83)","(146.32, 3.36)","(4.84, 0.87)","(-29.9, 13.32)","(146.36, 3.65)"
emt-dlfr,AUC,,69.0,68.8,69.6,69.5,33.0,30.0,113.5,46.5,-86.8,113.5
emt-dlfr,0.0,,"(81.88, 0.38)","(81.85, 0.36)","(83.54, 0.57)","(83.56, 0.55)","(51.02, 1.41)","(44.32, 0.66)","(73.51, 0.89)","(79.08, 0.6)","(-226.28, 3.71)","(73.28, 0.86)"
emt-dlfr,0.1,,"(80.56, 0.73)","(80.48, 0.7)","(82.22, 0.83)","(82.19, 0.8)","(48.3, 1.86)","(43.88, 1.56)","(77.0, 1.36)","(76.41, 0.37)","(-194.42, 1.33)","(77.03, 1.04)"
emt-dlfr,0.2,,"(78.38, 0.77)","(78.41, 0.74)","(79.52, 0.8)","(79.62, 0.76)","(43.68, 1.08)","(38.73, 1.17)","(87.54, 2.08)","(70.45, 0.64)","(-169.19, 7.97)","(86.99, 1.7)"
emt-dlfr,0.3,,"(75.9, 0.18)","(75.91, 0.19)","(77.19, 0.26)","(77.27, 0.26)","(42.62, 0.18)","(38.24, 0.18)","(92.29, 0.68)","(64.99, 0.36)","(-146.77, 2.66)","(92.78, 0.28)"
emt-dlfr,0.4,,"(72.3, 0.67)","(72.29, 0.66)","(72.97, 0.75)","(73.02, 0.75)","(35.13, 1.58)","(31.24, 0.86)","(104.38, 0.42)","(55.67, 0.52)","(-118.84, 8.34)","(104.26, 0.43)"
emt-dlfr,0.5,,"(69.83, 0.66)","(69.9, 0.66)","(70.38, 0.56)","(70.55, 0.56)","(32.12, 1.69)","(29.3, 1.56)","(114.67, 0.95)","(50.53, 0.57)","(-92.16, 6.72)","(114.31, 0.96)"
emt-dlfr,0.6,,"(65.26, 0.54)","(65.27, 0.59)","(65.24, 0.66)","(65.39, 0.7)","(27.74, 1.38)","(26.0, 1.3)","(127.18, 2.25)","(36.92, 1.22)","(-56.64, 1.85)","(127.03, 2.14)"
emt-dlfr,0.7,,"(61.47, 1.73)","(61.16, 1.95)","(61.74, 2.08)","(61.55, 2.29)","(25.51, 1.24)","(24.01, 1.11)","(134.12, 6.24)","(32.58, 2.16)","(-19.3, 11.73)","(133.97, 6.64)"
emt-dlfr,0.8,,"(58.21, 3.24)","(58.0, 3.36)","(58.08, 3.66)","(58.02, 3.77)","(22.55, 3.9)","(21.67, 3.27)","(139.33, 1.23)","(21.95, 8.05)","(33.83, 18.64)","(139.07, 1.46)"
emt-dlfr,0.9,,"(53.84, 0.84)","(51.75, 2.33)","(52.74, 1.32)","(50.85, 2.81)","(17.11, 1.3)","(17.01, 1.27)","(148.12, 5.01)","(9.76, 0.86)","(53.5, 1.55)","(148.55, 5.05)"
emt-dlfr,1.0,,"(53.11, 2.1)","(51.2, 2.7)","(52.44, 2.97)","(50.69, 3.48)","(16.13, 0.89)","(16.03, 0.78)","(146.51, 5.34)","(5.85, 1.31)","(42.57, 44.31)","(146.25, 5.45)"
emt-dlfr,AUC,,68.3,68.0,68.8,68.6,32.8,30.0,113.5,46.2,-80.2,113.4
emt-dlfr,0.0,,"(82.55, 0.66)","(82.5, 0.62)","(84.09, 0.72)","(84.09, 0.68)","(51.26, 0.97)","(44.8, 0.66)","(72.76, 1.28)","(79.54, 0.16)","(-224.65, 8.29)","(73.07, 1.37)"
emt-dlfr,0.1,,"(80.08, 0.81)","(80.05, 0.79)","(81.55, 0.78)","(81.59, 0.75)","(46.45, 1.25)","(41.55, 1.61)","(79.35, 0.9)","(75.24, 0.4)","(-188.06, 5.51)","(79.07, 0.53)"
emt-dlfr,0.2,,"(78.33, 0.42)","(78.31, 0.36)","(79.52, 0.5)","(79.56, 0.44)","(44.85, 1.32)","(40.04, 1.08)","(86.41, 1.65)","(69.71, 0.75)","(-170.32, 5.52)","(87.06, 1.45)"
emt-dlfr,0.3,,"(76.33, 1.08)","(76.31, 1.04)","(77.59, 1.2)","(77.64, 1.17)","(41.64, 1.55)","(37.07, 1.13)","(91.98, 1.61)","(65.13, 0.52)","(-149.31, 2.82)","(92.09, 0.65)"
emt-dlfr,0.4,,"(73.42, 0.55)","(73.46, 0.57)","(74.14, 0.4)","(74.25, 0.42)","(35.28, 1.07)","(31.54, 1.16)","(104.35, 1.45)","(55.83, 0.77)","(-124.79, 3.47)","(104.74, 1.2)"
emt-dlfr,0.5,,"(69.34, 0.5)","(69.37, 0.49)","(70.02, 1.06)","(70.16, 1.04)","(31.58, 2.48)","(28.77, 1.87)","(115.51, 4.1)","(48.22, 1.51)","(-91.89, 23.69)","(115.3, 4.78)"
emt-dlfr,0.6,,"(65.89, 0.6)","(65.83, 0.6)","(66.46, 0.9)","(66.51, 0.89)","(29.93, 1.45)","(27.84, 0.97)","(122.04, 2.22)","(39.67, 0.87)","(-72.16, 15.67)","(121.92, 3.11)"
emt-dlfr,0.7,,"(63.51, 1.82)","(63.55, 1.86)","(64.18, 2.04)","(64.34, 2.07)","(24.83, 1.53)","(23.32, 1.46)","(128.98, 3.74)","(35.5, 3.13)","(-47.28, 13.0)","(129.27, 4.59)"
emt-dlfr,0.8,,"(58.26, 4.02)","(57.45, 5.11)","(57.67, 4.67)","(57.04, 5.72)","(20.85, 1.26)","(20.21, 0.9)","(140.08, 4.05)","(22.15, 4.61)","(-17.01, 9.98)","(140.19, 3.44)"
emt-dlfr,0.9,,"(54.03, 1.64)","(52.34, 2.38)","(53.1, 2.08)","(51.59, 2.87)","(17.98, 1.72)","(17.78, 1.45)","(146.76, 1.96)","(10.7, 2.25)","(15.1, 6.21)","(146.56, 1.63)"
emt-dlfr,1.0,,"(54.33, 2.24)","(53.3, 3.65)","(53.81, 2.69)","(52.93, 4.1)","(16.28, 0.76)","(16.28, 0.76)","(144.34, 2.16)","(6.23, 0.03)","(-39.37, 8.07)","(144.42, 2.51)"
emt-dlfr,AUC,,68.8,68.5,69.3,69.1,32.7,29.9,112.4,46.5,-97.8,112.5
emt-dlfr,0.0,,"(82.36, 0.6)","(82.3, 0.61)","(84.14, 0.54)","(84.14, 0.53)","(51.41, 0.61)","(44.99, 0.54)","(72.31, 0.84)","(79.47, 0.44)","(-224.52, 6.49)","(72.33, 1.02)"
emt-dlfr,0.1,,"(80.17, 0.66)","(80.14, 0.66)","(81.65, 0.61)","(81.68, 0.59)","(46.7, 0.84)","(41.89, 0.76)","(78.86, 0.11)","(75.69, 0.58)","(-183.8, 2.85)","(78.71, 0.31)"
emt-dlfr,0.2,,"(77.79, 0.79)","(77.85, 0.79)","(78.66, 0.99)","(78.78, 0.98)","(42.03, 0.66)","(37.61, 0.71)","(89.44, 1.88)","(69.87, 0.84)","(-170.02, 5.69)","(89.5, 1.34)"
emt-dlfr,0.3,,"(74.98, 0.3)","(74.95, 0.36)","(76.12, 0.38)","(76.16, 0.45)","(41.15, 1.55)","(36.64, 1.35)","(94.0, 0.34)","(63.79, 0.41)","(-142.54, 4.6)","(93.91, 1.35)"
emt-dlfr,0.4,,"(72.64, 0.7)","(72.66, 0.64)","(73.27, 0.87)","(73.37, 0.81)","(35.72, 2.73)","(31.88, 2.28)","(104.34, 2.21)","(55.69, 0.96)","(-120.02, 8.96)","(104.8, 1.83)"
emt-dlfr,0.5,,"(69.24, 0.67)","(69.23, 0.76)","(69.36, 1.06)","(69.47, 1.15)","(31.15, 1.33)","(28.23, 0.96)","(117.83, 2.38)","(48.79, 1.07)","(-91.48, 5.54)","(118.31, 2.65)"
emt-dlfr,0.6,,"(65.26, 1.2)","(65.12, 1.5)","(65.5, 1.37)","(65.47, 1.66)","(28.81, 2.09)","(27.07, 1.72)","(127.71, 6.38)","(38.11, 1.18)","(-65.03, 24.78)","(127.26, 5.77)"
emt-dlfr,0.7,,"(62.64, 1.17)","(62.65, 1.15)","(62.9, 1.22)","(63.05, 1.2)","(25.41, 0.25)","(24.2, 0.2)","(131.67, 3.03)","(33.37, 2.14)","(-52.92, 18.15)","(132.04, 2.7)"
emt-dlfr,0.8,,"(59.47, 1.86)","(58.8, 2.96)","(59.75, 1.51)","(59.17, 2.65)","(20.65, 2.46)","(20.21, 2.16)","(135.12, 3.35)","(21.45, 9.42)","(-14.75, 21.03)","(134.64, 3.31)"
emt-dlfr,0.9,,"(53.6, 1.39)","(51.88, 2.55)","(52.44, 1.68)","(50.93, 2.85)","(17.16, 0.14)","(17.16, 0.14)","(144.49, 2.66)","(11.15, 0.75)","(-11.74, 19.14)","(144.43, 2.26)"
emt-dlfr,1.0,,"(52.72, 0.14)","(51.26, 0.67)","(51.52, 0.37)","(50.28, 0.9)","(15.69, 0.34)","(15.69, 0.34)","(146.29, 1.58)","(6.64, 1.43)","(42.13, 10.99)","(146.11, 1.73)"
emt-dlfr,AUC,,68.3,68.0,68.7,68.5,32.2,29.5,113.3,46.1,-94.3,113.3
emt-dlfr,0.0,,"(82.51, 0.52)","(82.49, 0.49)","(83.99, 0.75)","(84.03, 0.74)","(50.49, 1.51)","(45.09, 1.13)","(72.92, 1.32)","(79.49, 0.28)","(-229.97, 3.72)","(73.14, 1.56)"
emt-dlfr,0.1,,"(80.17, 0.71)","(80.1, 0.71)","(81.81, 0.75)","(81.79, 0.74)","(47.52, 1.49)","(42.61, 1.55)","(78.39, 0.54)","(75.49, 0.28)","(-187.96, 3.72)","(78.26, 0.37)"
emt-dlfr,0.2,,"(78.67, 0.38)","(78.67, 0.4)","(79.78, 0.38)","(79.84, 0.39)","(43.93, 0.48)","(39.5, 0.31)","(86.98, 0.83)","(69.85, 0.29)","(-165.74, 6.78)","(86.85, 1.37)"
emt-dlfr,0.3,,"(75.75, 1.22)","(75.79, 1.24)","(76.72, 1.04)","(76.84, 1.05)","(40.14, 0.91)","(36.05, 0.6)","(94.32, 0.63)","(64.43, 0.46)","(-149.14, 4.25)","(93.81, 0.8)"
emt-dlfr,0.4,,"(73.03, 0.43)","(73.05, 0.49)","(73.73, 0.14)","(73.84, 0.19)","(34.55, 1.44)","(30.95, 1.43)","(105.07, 0.52)","(55.34, 0.03)","(-119.47, 1.89)","(105.03, 0.83)"
emt-dlfr,0.5,,"(69.53, 0.63)","(69.59, 0.64)","(69.86, 0.58)","(70.03, 0.58)","(30.81, 2.56)","(27.94, 2.28)","(116.48, 1.95)","(47.84, 0.63)","(-86.12, 12.91)","(116.59, 2.37)"
emt-dlfr,0.6,,"(65.4, 1.49)","(65.47, 1.49)","(66.01, 1.43)","(66.19, 1.43)","(29.01, 1.37)","(27.26, 1.06)","(124.64, 2.33)","(37.68, 2.24)","(-64.01, 20.34)","(124.7, 3.07)"
emt-dlfr,0.7,,"(62.78, 0.84)","(62.71, 0.97)","(63.36, 0.75)","(63.39, 0.9)","(26.29, 1.0)","(25.07, 0.63)","(130.57, 5.37)","(34.28, 2.22)","(-60.69, 9.59)","(129.78, 5.15)"
emt-dlfr,0.8,,"(57.78, 1.83)","(57.1, 2.05)","(57.42, 2.0)","(56.9, 2.24)","(18.85, 3.06)","(18.56, 2.65)","(140.35, 0.64)","(22.87, 5.85)","(-3.62, 12.03)","(140.36, 1.27)"
emt-dlfr,0.9,,"(55.35, 2.33)","(53.9, 4.27)","(54.42, 2.83)","(53.17, 4.78)","(19.92, 1.43)","(19.44, 1.27)","(149.88, 9.03)","(15.31, 1.3)","(7.81, 36.04)","(149.74, 8.8)"
emt-dlfr,1.0,,"(53.59, 1.47)","(52.97, 2.2)","(53.0, 2.07)","(52.56, 2.76)","(16.52, 0.59)","(16.52, 0.59)","(143.92, 1.8)","(6.49, 0.27)","(-33.89, 15.46)","(143.83, 1.74)"
emt-dlfr,AUC,,68.7,68.4,69.2,69.0,32.5,29.8,113.5,46.6,-96.1,113.4
emt-dlfr,0.0,,"(82.65, 0.2)","(82.61, 0.25)","(84.3, 0.0)","(84.31, 0.04)","(51.36, 1.44)","(45.82, 0.18)","(72.59, 0.68)","(79.54, 0.24)","(-224.99, 4.92)","(72.87, 0.7)"
emt-dlfr,0.1,,"(80.71, 0.42)","(80.56, 0.34)","(82.52, 0.5)","(82.44, 0.43)","(49.22, 0.84)","(43.78, 0.92)","(76.22, 0.7)","(76.19, 0.51)","(-190.04, 2.18)","(76.45, 0.28)"
emt-dlfr,0.2,,"(77.84, 0.93)","(77.87, 0.92)","(78.96, 0.87)","(79.05, 0.86)","(43.44, 0.78)","(38.97, 0.5)","(88.03, 1.23)","(69.71, 0.68)","(-166.74, 3.94)","(87.87, 1.72)"
emt-dlfr,0.3,,"(76.58, 0.37)","(76.61, 0.38)","(77.54, 0.29)","(77.64, 0.3)","(40.72, 0.96)","(36.69, 0.81)","(93.2, 1.32)","(65.08, 0.83)","(-151.26, 3.04)","(92.64, 1.09)"
emt-dlfr,0.4,,"(74.25, 0.59)","(74.28, 0.61)","(74.9, 0.4)","(75.0, 0.43)","(35.32, 2.07)","(31.29, 1.8)","(104.84, 0.8)","(55.9, 0.63)","(-120.97, 6.23)","(104.87, 0.83)"
emt-dlfr,0.5,,"(70.12, 0.24)","(70.17, 0.27)","(70.68, 0.26)","(70.83, 0.28)","(31.54, 0.56)","(28.52, 0.91)","(116.69, 2.1)","(47.97, 0.42)","(-92.7, 13.58)","(116.31, 2.87)"
emt-dlfr,0.6,,"(65.5, 0.61)","(65.55, 0.62)","(66.01, 0.45)","(66.17, 0.44)","(29.93, 2.39)","(27.75, 2.09)","(123.88, 1.79)","(37.06, 1.23)","(-69.85, 5.15)","(124.14, 2.06)"
emt-dlfr,0.7,,"(64.24, 0.38)","(64.24, 0.49)","(64.94, 0.86)","(65.06, 0.96)","(26.33, 0.56)","(24.88, 0.67)","(130.86, 1.68)","(35.02, 1.42)","(-54.86, 9.54)","(130.47, 1.94)"
emt-dlfr,0.8,,"(56.61, 6.34)","(53.13, 11.0)","(55.85, 7.28)","(52.48, 11.97)","(19.24, 2.66)","(18.56, 2.23)","(141.98, 5.14)","(24.12, 5.73)","(-11.24, 24.22)","(142.27, 5.23)"
emt-dlfr,0.9,,"(54.52, 0.74)","(54.21, 1.15)","(54.17, 1.06)","(54.02, 1.47)","(18.37, 2.22)","(17.98, 1.73)","(147.66, 5.91)","(7.41, 1.37)","(3.53, 17.48)","(147.45, 6.12)"
emt-dlfr,1.0,,"(55.39, 0.52)","(55.09, 0.58)","(55.44, 1.06)","(55.29, 0.94)","(17.88, 1.01)","(17.88, 1.01)","(142.11, 1.32)","(6.15, 0.65)","(-46.11, 3.75)","(141.5, 1.03)"
emt-dlfr,AUC,,68.9,68.5,69.5,69.2,32.9,30.0,113.1,46.1,-99.0,113.0
emt-dlfr,0.0,,"(82.6, 0.3)","(82.57, 0.23)","(84.14, 0.69)","(84.17, 0.62)","(50.24, 3.76)","(44.02, 3.76)","(73.44, 3.17)","(79.51, 0.47)","(-220.96, 9.27)","(73.73, 3.14)"
emt-dlfr,0.1,,"(80.22, 0.9)","(80.12, 0.81)","(81.81, 1.13)","(81.78, 1.04)","(46.55, 1.01)","(41.94, 0.88)","(78.43, 1.25)","(75.74, 0.47)","(-187.94, 2.31)","(78.47, 1.1)"
emt-dlfr,0.2,,"(78.18, 0.86)","(78.22, 0.85)","(79.11, 0.99)","(79.22, 0.97)","(42.42, 0.86)","(38.43, 0.89)","(88.03, 1.2)","(70.16, 0.94)","(-163.78, 3.39)","(87.54, 0.72)"
emt-dlfr,0.3,,"(75.41, 0.07)","(75.44, 0.08)","(76.47, 0.07)","(76.57, 0.07)","(40.18, 2.05)","(35.91, 1.39)","(95.63, 2.19)","(63.81, 0.68)","(-146.96, 6.21)","(95.83, 2.21)"
emt-dlfr,0.4,,"(72.93, 0.72)","(72.96, 0.69)","(73.73, 0.71)","(73.84, 0.66)","(34.4, 1.09)","(30.52, 1.28)","(106.43, 1.23)","(54.88, 0.67)","(-112.34, 3.28)","(107.23, 0.81)"
emt-dlfr,0.5,,"(69.15, 0.42)","(69.22, 0.42)","(69.72, 0.36)","(69.89, 0.36)","(29.54, 0.42)","(26.82, 0.36)","(117.42, 1.42)","(47.58, 0.49)","(-85.36, 7.42)","(117.77, 1.18)"
emt-dlfr,0.6,,"(65.36, 1.55)","(65.36, 1.48)","(65.6, 2.02)","(65.72, 1.94)","(28.86, 1.32)","(27.02, 1.01)","(126.59, 5.35)","(35.69, 4.42)","(-60.49, 14.56)","(125.97, 5.05)"
emt-dlfr,0.7,,"(64.24, 0.77)","(64.22, 0.8)","(64.73, 0.83)","(64.83, 0.86)","(25.56, 1.16)","(23.9, 1.14)","(131.25, 1.52)","(34.65, 2.72)","(-50.65, 13.16)","(131.19, 1.77)"
emt-dlfr,0.8,,"(58.02, 1.72)","(57.93, 1.65)","(57.88, 1.99)","(57.93, 1.9)","(20.8, 3.88)","(19.68, 3.09)","(141.49, 1.97)","(20.62, 7.84)","(-19.83, 5.36)","(141.85, 2.16)"
emt-dlfr,0.9,,"(52.09, 2.8)","(48.68, 5.49)","(51.07, 3.62)","(47.8, 6.3)","(15.65, 0.18)","(15.65, 0.18)","(147.64, 5.93)","(7.56, 3.29)","(5.04, 35.59)","(147.65, 5.56)"
emt-dlfr,1.0,,"(51.99, 2.48)","(50.07, 4.37)","(51.07, 2.71)","(49.3, 4.68)","(16.28, 0.25)","(16.23, 0.18)","(144.91, 2.61)","(7.31, 0.91)","(-31.18, 31.92)","(144.68, 3.15)"
emt-dlfr,AUC,,68.3,67.8,68.8,68.4,31.7,29.0,114.2,45.4,-94.8,114.3
emt-dlfr,0.0,,"(82.02, 0.77)","(81.95, 0.73)","(83.99, 0.86)","(83.99, 0.83)","(51.85, 1.22)","(45.72, 1.0)","(72.63, 1.19)","(78.69, 0.7)","(-230.95, 0.39)","(72.84, 1.57)"
emt-dlfr,0.1,,"(80.9, 0.36)","(80.88, 0.34)","(82.32, 0.5)","(82.35, 0.48)","(47.86, 1.24)","(42.81, 1.39)","(77.95, 0.72)","(76.21, 0.06)","(-191.78, 3.28)","(77.88, 0.85)"
emt-dlfr,0.2,,"(78.13, 0.59)","(78.17, 0.57)","(79.27, 0.82)","(79.37, 0.79)","(43.78, 1.39)","(39.84, 1.13)","(88.3, 2.44)","(69.92, 0.72)","(-171.35, 6.5)","(88.38, 2.11)"
